모델,파일,행 수,실제 이상,예측 이상,TP,FP,FN,TN,Accuracy
3σ 규칙,Test03_OK_chg,1421,0,22,0,22,0,1399,0.9845
3σ 규칙,Test04_OK_dchg,1505,0,0,0,0,0,1505,1.0
3σ 규칙,Test06_NG_chg,854,854,851,851,0,3,0,0.9965
3σ 규칙,Test07_NG_dchg,4594,227,227,227,0,0,4367,1.0
3σ 규칙,Test08_NG_chg,2396,2396,2396,2396,0,0,0,1.0
