part_number,Model,N,MAE,RMSE,WAPE_pct,Forecast_Bias,R2
Part 57,LightGBM,37,12.299667376021597,16.086474895803388,75.34564452198661,-1.9182386323608505,-0.3904316936207832
Part 57,CatBoost,37,11.837140186709574,15.176620867172181,72.51228260070435,-4.564773791974269,-0.2375936074781111
Part 58,XGBoost,37,21.715421753960687,26.632199513843744,60.05011994742492,0.9074722238489099,-0.5840584941498095
Part 58,3-day Moving Average,37,21.063063063063062,25.373841487481393,58.24613851519681,0.6126126126126124,-0.43790299484123163
Part 58,LightGBM,37,20.596549356184767,26.562377260691328,56.9560781897486,-4.159211294742769,-0.575763456519121
Part 58,CatBoost,37,19.42622420534224,24.38399649800815,53.719753034205,-5.502778734593843,-0.3279047301040201
Part 59,XGBoost,37,12.790514936318269,17.161523418621737,52.46663554809046,0.1532350327517535,-0.029909079761672785
Part 59,3-day Moving Average,37,13.288288288288287,16.75355728440028,54.50849963045085,1.1261261261261264,0.01847518883888022
Part 59,LightGBM,37,11.259923132058534,16.022083110262034,46.188154754563826,-0.6980454727131323,0.10231251052133439
Part 59,CatBoost,37,12.963269900221515,16.847772963011316,53.17527564392418,-1.0342200462146038,0.0074046983283266865
Part 6,XGBoost,37,33.861201969352926,50.48384236305234,32.29864585888266,-16.1784693099357,-2.3941182319174668
Part 6,3-day Moving Average,37,21.396396396396398,38.783490806774466,20.409040130617857,2.3513513513513518,-1.0031614566241975
Part 6,LightGBM,37,39.22906413141096,58.326005550682304,37.41880311580834,-18.94931533700928,-3.5305051910646084
Part 6,CatBoost,37,34.24482934615489,48.84117587646785,32.664570399786825,-22.290409983282547,-2.1768329984704
Part 60,XGBoost,37,353.4150684588664,420.26982502854196,53.44269058761672,-146.75079481021777,-0.802437935003151
Part 60,3-day Moving Average,37,280.68468468468467,394.2780683669777,42.444553430330764,82.5945945945946,-0.586386996063011
Part 60,LightGBM,37,340.29756333870097,441.58111715847616,51.459088783439334,-92.71487355166387,-0.9898708432592598
Part 60,CatBoost,37,333.5149546759241,410.8420685970972,50.43343682773088,-131.71157937705132,-0.7224781252741856
Part 61,XGBoost,37,24.15948479240005,29.252749803495856,58.234588750410545,1.2646541788771346,-0.09985400345240536
