document_id,part_number,Model,N,Actual_Total,Actual_Mean,Zero_Actual_Count,Over_Prediction_Count,Exact_Count,Under_Prediction_Count,MAE,RMSE,WAPE_pct,Forecast_Bias,R2
part_20__3_day_moving_average,Part 20,3-day Moving Average,9,453.0,50.333333333333336,0,1,0,8,19.481480916341145,28.6851783620908,38.70492897286321,-7.333333333333333,-0.6442173887621356
part_20__d_3_plan_reference,Part 20,D+3 Plan Reference,9,453.0,50.333333333333336,0,1,0,8,13.222222222222221,17.35575472925975,26.269315673289185,-11.666666666666666,0.3980905861456483
part_21__xgboost,Part 21,XGBoost,9,1533.0,170.33333333333334,0,0,0,9,93.05253555555555,99.19730369928628,54.629668623613824,-93.05253555555555,-9.377425070409647
part_21__lightgbm,Part 21,LightGBM,9,1533.0,170.33333333333334,0,0,0,9,81.10406462523878,92.48769967929496,47.61491073888774,-81.10406462523878,-8.02106530673859
part_21__catboost,Part 21,CatBoost,9,1533.0,170.33333333333334,0,3,0,6,47.085653136605174,58.97040955011214,27.643240589004996,-34.14781379822768,-2.6673989714754645
part_21__lstm,Part 21,LSTM,9,1533.0,170.33333333333334,0,0,0,9,52.37601677777778,58.74417531781119,30.749129223744294,-52.37601677777778,-2.639313710326651
part_21__3_day_moving_average,Part 21,3-day Moving Average,9,1533.0,170.33333333333334,0,6,0,3,29.888890584309895,36.85892389946089,17.54729388511344,11.518519083658854,-0.43276569477809246
part_21__d_3_plan_reference,Part 21,D+3 Plan Reference,9,1533.0,170.33333333333334,0,0,0,9,85.44444444444444,104.19372981774544,50.16307893020222,-85.44444444444444,-10.449144598078275
part_22__xgboost,Part 22,XGBoost,9,206.0,22.88888888888889,0,4,0,5,13.14929831111111,20.686239025137795,57.44839067961165,-7.5733011999999995,0.172636671470477
part_22__lightgbm,Part 22,LightGBM,9,206.0,22.88888888888889,0,4,0,5,8.907770059053247,13.543867986716547,38.91744200557244,-6.904435721393374,0.645334769576311
part_22__catboost,Part 22,CatBoost,9,206.0,22.88888888888889,0,7,0,2,15.038015172553466,19.27185760112443,65.70006628785495,0.958474367515945,0.2819075732267292
part_22__lstm,Part 22,LSTM,9,206.0,22.88888888888889,0,4,0,5,19.821507911111112,25.67530382937596,86.5988209708738,-4.899577911111113,-0.2745719999329779
part_22__3_day_moving_average,Part 22,3-day Moving Average,9,206.0,22.88888888888889,0,6,0,3,29.25925901201036,33.74047617904145,127.83171413014236,19.11111142900255,-1.2010788742031209
part_22__d_3_plan_reference,Part 22,D+3 Plan Reference,9,206.0,22.88888888888889,0,3,3,3,13.222222222222221,23.25462916878654,57.76699029126213,-8.11111111111111,-0.045567384350980955
part_23__xgboost,Part 23,XGBoost,9,5.0,0.5555555555555556,4,0,4,5,0.5150768933333333,0.6950862253244209,92.71384079999999,-0.5150768933333333,-0.9567366855747936
part_23__lightgbm,Part 23,LightGBM,9,5.0,0.5555555555555556,4,7,0,2,0.6023659513107024,0.8152268788316381,108.42587123592642,0.4299107674428828,-1.6916091990767765
part_23__catboost,Part 23,CatBoost,9,5.0,0.5555555555555556,4,4,3,2,0.43986804122984247,0.577143231060451,79.17624742137164,0.10488573977314607,-0.349031952093533
part_23__lstm,Part 23,LSTM,9,5.0,0.5555555555555556,4,8,0,1,0.8483083566666666,1.0681558697969,152.6955042,0.7229295233333333,-3.620875696835366
part_23__3_day_moving_average,Part 23,3-day Moving Average,9,5.0,0.5555555555555556,4,2,3,4,0.4814814825852712,0.6382847402335317,86.66666686534882,-0.25925925374031067,-0.650000008940697
part_23__d_3_plan_reference,Part 23,D+3 Plan Reference,9,5.0,0.5555555555555556,4,3,5,1,0.4444444444444444,0.6666666666666666,80.0,0.2222222222222222,-0.7999999999999998
part_24__xgboost,Part 24,XGBoost,9,1673.0,185.88888888888889,0,0,0,9,84.00142177777778,108.67011079228783,45.189049372384936,-84.00142177777778,-3.55740505101891
part_24__lightgbm,Part 24,LightGBM,9,1673.0,185.88888888888889,0,3,0,6,75.34801800563726,91.16257772126616,40.53390089962555,-50.43130006578011,-2.207233675673012
part_24__catboost,Part 24,CatBoost,9,1673.0,185.88888888888889,0,5,0,4,85.16579565730852,106.22044915771387,45.81543101708169,-9.90677493416372,-3.3542531700744433
part_24__lstm,Part 24,LSTM,9,1673.0,185.88888888888889,0,5,0,4,71.422455,86.26939898185691,38.42212163777645,-7.432850555555556,-1.872175375704928
part_24__3_day_moving_average,Part 24,3-day Moving Average,9,1673.0,185.88888888888889,0,4,0,5,84.0370356241862,102.59190214373368,45.208208046483904,2.777776930067274,-3.0618471242902094
part_24__d_3_plan_reference,Part 24,D+3 Plan Reference,9,1673.0,185.88888888888889,0,2,0,7,56.44444444444444,96.92150317539333,30.364614465032876,-41.77777777777778,-2.625247751181582
part_25__xgboost,Part 25,XGBoost,9,242.0,26.88888888888889,0,0,0,9,12.440366788888888,14.987914938516514,46.26582690082645,-12.440366788888888,-2.364579351061525
part_25__lightgbm,Part 25,LightGBM,9,242.0,26.88888888888889,0,0,0,9,15.713472771595377,17.701249523176518,58.43853510097454,-15.713472771595377,-3.6930608375041247
part_25__catboost,Part 25,CatBoost,9,242.0,26.88888888888889,0,1,0,8,8.627163277264357,10.91779092653342,32.0844915270162,-7.332896842695318,-0.7853274511751365
part_25__lstm,Part 25,LSTM,9,242.0,26.88888888888889,0,0,0,9,20.68992877777778,22.34521964778918,76.94601611570249,-20.68992877777778,-6.47855327842889
part_25__3_day_moving_average,Part 25,3-day Moving Average,9,242.0,26.88888888888889,0,6,0,3,11.259259753757053,12.358833024965147,41.87328007595598,4.74074109395345,-1.2877220881761282
part_25__d_3_plan_reference,Part 25,D+3 Plan Reference,9,242.0,26.88888888888889,0,0,1,8,14.88888888888889,17.60050504325878,55.371900826446286,-14.88888888888889,-3.6397928994082847
part_26__xgboost,Part 26,XGBoost,9,1677.0,186.33333333333334,0,0,0,9,106.79454766666667,114.8791229210363,57.313710733452595,-106.79454766666667,-12.029279941636585
part_26__lightgbm,Part 26,LightGBM,9,1677.0,186.33333333333334,0,0,0,9,91.30563426772252,107.19852948792528,49.001234848509405,-91.30563426772252,-10.345296458903277
part_26__catboost,Part 26,CatBoost,9,1677.0,186.33333333333334,0,3,0,6,57.48875774589856,67.84776722551082,30.85264279744109,-29.121981767907705,-3.544742832095646
part_26__lstm,Part 26,LSTM,9,1677.0,186.33333333333334,0,0,0,9,91.31744233333333,95.892330043316,49.00757191413238,-91.31744233333333,-8.078329382429375
part_26__3_day_moving_average,Part 26,3-day Moving Average,9,1677.0,186.33333333333334,0,6,0,3,32.51851908365885,38.782394216974524,17.451799150443033,16.81481424967448,-0.4849349397550866
part_26__d_3_plan_reference,Part 26,D+3 Plan Reference,9,1677.0,186.33333333333334,0,0,0,9,82.11111111111111,110.8647825055369,44.06678592725105,-82.11111111111111,-11.134598508117595
part_27__xgboost,Part 27,XGBoost,9,1675.0,186.11111111111111,0,0,0,9,78.22174033333334,80.6808441960908,42.029591820895526,-78.22174033333334,-10.700796419060499
part_27__lightgbm,Part 27,LightGBM,9,1675.0,186.11111111111111,0,0,0,9,50.073574092047465,58.271761899460934,26.90520398975685,-50.073574092047465,-5.103667325557339
part_27__catboost,Part 27,CatBoost,9,1675.0,186.11111111111111,0,0,0,9,18.737221133362496,23.293311874250072,10.067760608970893,-18.737221133362496,0.02470266247043118
part_27__lstm,Part 27,LSTM,9,1675.0,186.11111111111111,0,0,0,9,62.69648733333333,66.53676417230048,33.68766483582089,-62.69648733333333,-6.957889572325833
part_27__3_day_moving_average,Part 27,3-day Moving Average,9,1675.0,186.11111111111111,0,2,1,6,28.481482611762154,33.68939615637729,15.303483194379663,-18.77777777777778,-1.040144877810298
part_27__d_3_plan_reference,Part 27,D+3 Plan Reference,9,1675.0,186.11111111111111,0,2,0,7,26.11111111111111,49.48063594309731,14.029850746268657,-22.77777777777778,-3.400936487506103
part_28__xgboost,Part 28,XGBoost,9,5486.0,609.5555555555555,0,5,0,4,20.816367777777778,24.80179077810153,3.415007473569085,0.06714333333331979,-0.0970898998119274
part_28__lightgbm,Part 28,LightGBM,9,5486.0,609.5555555555555,0,6,0,3,29.901451639280328,36.4880983891467,4.905451417308111,14.947082799986232,-1.3745351252540972
part_28__catboost,Part 28,CatBoost,9,5486.0,609.5555555555555,0,3,0,6,31.79559847672671,37.75629608927846,5.216193698332854,-0.7128284284423848,-1.5424645377153952
part_28__lstm,Part 28,LSTM,9,5486.0,609.5555555555555,0,0,0,9,435.15322888888886,437.0917063880111,71.38860845789281,-435.15322888888886,-339.7385490410395
part_28__3_day_moving_average,Part 28,3-day Moving Average,9,5486.0,609.5555555555555,0,2,0,7,26.66665988498264,32.24136866429629,4.374771034721905,-14.814812554253471,-0.8539715985800684
part_28__d_3_plan_reference,Part 28,D+3 Plan Reference,9,5486.0,609.5555555555555,0,0,0,9,127.77777777777777,209.70561376473555,20.962449872402477,-127.77777777777777,-77.4325347895015
part_29__xgboost,Part 29,XGBoost,9,3772.0,419.1111111111111,0,1,0,8,44.38404444444445,49.43428831765076,10.590042417815484,-30.87058222222222,-41.22347648875478
part_29__lightgbm,Part 29,LightGBM,9,3772.0,419.1111111111111,0,6,0,3,36.77046407939079,46.54638557147247,8.773440527956446,-7.219431024571912,-36.434267660243734
part_29__catboost,Part 29,CatBoost,9,3772.0,419.1111111111111,0,6,0,3,27.373634211205154,35.36902284547061,6.531354928442375,16.2363824171902,-20.614417649427725
part_29__lstm,Part 29,LSTM,9,3772.0,419.1111111111111,0,0,0,9,222.5496077777778,225.70008526797372,53.100383616118776,-222.5496077777778,-879.1584487388265
part_29__3_day_moving_average,Part 29,3-day Moving Average,9,3772.0,419.1111111111111,0,6,0,3,6.962961832682292,8.737600841371727,1.661364170046146,0.14814927842881945,-0.31911244571551434
part_29__d_3_plan_reference,Part 29,D+3 Plan Reference,9,3772.0,419.1111111111111,0,0,0,9,61.333333333333336,139.70126858566618,14.634146341463413,-61.333333333333336,-336.20819112627987
part_3__xgboost,Part 3,XGBoost,9,108.0,12.0,6,2,5,2,3.4633406622222225,6.454175463923546,28.861172185185186,-2.0488806711111116,0.8915198413564773
part_3__lightgbm,Part 3,LightGBM,9,108.0,12.0,6,7,0,2,4.748332600389201,10.31538583936947,39.569438336576674,-1.6778335286808845,0.7228979556899371
part_3__catboost,Part 3,CatBoost,9,108.0,12.0,6,6,1,2,4.69650947836462,9.860251287015716,39.13757898637183,-3.176242098842254,0.7468110535336066
part_3__lstm,Part 3,LSTM,9,108.0,12.0,6,6,0,3,11.691455533333333,18.223563167212923,97.42879611111111,-7.1372637333333335,0.13516079554843896
part_3__3_day_moving_average,Part 3,3-day Moving Average,9,108.0,12.0,6,0,6,3,11.11111111111111,20.698899595013366,92.5925925925926,-11.11111111111111,-0.1157407407407407
part_3__d_3_plan_reference,Part 3,D+3 Plan Reference,9,108.0,12.0,6,3,5,1,2.5555555555555554,5.547772325697746,21.296296296296298,2.111111111111111,0.919849537037037
part_30__xgboost,Part 30,XGBoost,9,1277.0,141.88888888888889,0,3,0,6,75.32491966666667,88.97330817296472,53.087257400156616,-55.90625522222222,-1.601282819255779
part_30__lightgbm,Part 30,LightGBM,9,1277.0,141.88888888888889,0,4,0,5,74.63869520086584,91.35355069887629,52.60362230288117,-52.38017333892121,-1.7423252302177081
part_30__catboost,Part 30,CatBoost,9,1277.0,141.88888888888889,0,4,0,5,89.31106944532424,96.43489319515257,62.94437157462163,-17.71988482123703,-2.0558814550523294
part_30__lstm,Part 30,LSTM,9,1277.0,141.88888888888889,0,4,0,5,79.79982566666666,90.43518062029332,56.241067423649184,-34.915383444444444,-1.6874656121697011
part_30__3_day_moving_average,Part 30,3-day Moving Average,9,1277.0,141.88888888888889,0,6,0,3,64.59259287516277,75.99967631642286,45.52336224561197,0.740738762749566,-0.8979797761309731
part_30__d_3_plan_reference,Part 30,D+3 Plan Reference,9,1277.0,141.88888888888889,0,2,0,7,84.88888888888889,104.52006718541872,59.82772122161315,-69.77777777777777,-2.5897768762677487
part_31__xgboost,Part 31,XGBoost,9,196.0,21.77777777777778,0,5,0,4,12.393380711111112,15.587705594021061,56.908380816326535,-4.935180711111112,-0.19918972828149606
part_31__lightgbm,Part 31,LightGBM,9,196.0,21.77777777777778,0,4,0,5,8.623796188290473,13.928770672424603,39.59906412990523,-5.062623651197239,0.04247728198606804
part_31__catboost,Part 31,CatBoost,9,196.0,21.77777777777778,0,4,0,5,16.995715340531046,19.613342065664472,78.04155003305071,3.8539150244824927,-0.8985704451478089
part_31__lstm,Part 31,LSTM,9,196.0,21.77777777777778,0,4,0,5,17.798577188888892,20.87736316226528,81.7281605612245,-9.892207855555556,-1.1511703449511343
part_31__3_day_moving_average,Part 31,3-day Moving Average,9,196.0,21.77777777777778,0,7,0,2,22.3703703350491,26.189716314225564,102.72108827318465,13.407407442728678,-2.3852059767358407
part_31__d_3_plan_reference,Part 31,D+3 Plan Reference,9,196.0,21.77777777777778,0,5,0,4,15.444444444444445,21.084486134491293,70.91836734693877,-8.333333333333334,-1.1940653180599559
part_32__xgboost,Part 32,XGBoost,9,1.0,0.1111111111111111,8,0,8,1,0.1111111111111111,0.3333333333333333,100.0,-0.1111111111111111,-0.125
part_32__lightgbm,Part 32,LightGBM,9,1.0,0.1111111111111111,8,6,2,1,0.24688382430464392,0.4142737742810753,222.19544187417952,0.20874755776188655,-0.737680445578009
part_32__catboost,Part 32,CatBoost,9,1.0,0.1111111111111111,8,0,8,1,0.03857505521184142,0.11572516563552426,34.71754969065728,-0.03857505521184142,0.8644028211411335
part_32__lstm,Part 32,LSTM,9,1.0,0.1111111111111111,8,8,0,1,1.1514862133333332,1.3810329230955967,1036.3375919999999,1.1344171111111112,-18.310925838573933
part_32__3_day_moving_average,Part 32,3-day Moving Average,9,1.0,0.1111111111111111,8,1,7,1,0.14814814925193787,0.35136418551030013,133.33333432674408,-0.07407407297028436,-0.2500000074505808
part_32__d_3_plan_reference,Part 32,D+3 Plan Reference,9,1.0,0.1111111111111111,8,0,9,0,0.0,0.0,0.0,0.0,1.0
part_33__xgboost,Part 33,XGBoost,9,396.0,44.0,0,4,0,5,20.981644555555555,33.84820114786806,47.68555580808081,-13.842349000000002,-0.008539367030402145
part_33__lightgbm,Part 33,LightGBM,9,396.0,44.0,0,3,0,6,37.31784113077118,47.994526574812426,84.81327529720723,-8.48869209548518,-1.0277064974827255
part_33__catboost,Part 33,CatBoost,9,396.0,44.0,0,6,0,3,39.118191018211945,47.62314968955815,88.90497958684533,23.947734684593588,-0.9964475231989984
part_33__lstm,Part 33,LSTM,9,396.0,44.0,0,7,0,2,76.39609344444445,91.05710797087865,173.62748510101008,69.89861677777778,-6.29876488734177
part_33__3_day_moving_average,Part 33,3-day Moving Average,9,396.0,44.0,0,8,0,1,64.14814779493544,71.33246823093603,145.79124498848964,60.444444232516815,-3.4791558309132906
part_33__d_3_plan_reference,Part 33,D+3 Plan Reference,9,396.0,44.0,0,3,0,6,37.22222222222222,52.92447448959697,84.59595959595958,-16.11111111111111,-1.465669014084507
part_34__xgboost,Part 34,XGBoost,9,579.0,64.33333333333333,0,4,0,5,32.4494746,45.753523550799684,50.439597823834205,-24.92132637777778,-1.0590671317838507
part_34__lightgbm,Part 34,LightGBM,9,579.0,64.33333333333333,0,3,0,6,33.08869999493633,45.60012445917678,51.43321242736217,-24.44987956473038,-1.0452832957630291
part_34__catboost,Part 34,CatBoost,9,579.0,64.33333333333333,0,5,0,4,46.993401183461856,50.98728641969612,73.04673759087336,2.29593692582416,-1.5570852883057
part_34__lstm,Part 34,LSTM,9,579.0,64.33333333333333,0,5,0,4,53.71210411111111,59.94302634645555,83.49031727115717,5.4800949999999995,-2.5342620402346197
part_34__3_day_moving_average,Part 34,3-day Moving Average,9,579.0,64.33333333333333,0,5,0,4,36.92592536078559,43.366511161052586,57.39781144163564,5.296296861436632,-0.8498238920803594
part_34__d_3_plan_reference,Part 34,D+3 Plan Reference,9,579.0,64.33333333333333,0,3,0,6,39.111111111111114,51.1924473596122,60.79447322970639,-25.555555555555557,-1.577704918032787
part_35__xgboost,Part 35,XGBoost,9,75.0,8.333333333333334,0,2,0,7,7.288256411111111,11.651120992677559,87.45907693333334,-5.744074788888889,-0.4862987633504934
part_35__lightgbm,Part 35,LightGBM,9,75.0,8.333333333333334,0,2,0,7,6.736708614461057,11.348893915420213,80.84050337353268,-6.195107495733179,-0.4101904354393644
part_35__catboost,Part 35,CatBoost,9,75.0,8.333333333333334,0,5,0,4,8.439347433921439,12.154493810498934,101.27216920705726,-3.078726825177887,-0.6175005816363897
part_35__lstm,Part 35,LSTM,9,75.0,8.333333333333334,0,5,0,4,7.298907255555556,11.570142780143955,87.58688706666668,-4.1915099666666675,-0.465710262258219
part_35__3_day_moving_average,Part 35,3-day Moving Average,9,75.0,8.333333333333334,0,7,0,2,13.259259276919895,15.363095122233185,159.11111132303876,4.1481481658087835,-1.5842119533005663
part_35__d_3_plan_reference,Part 35,D+3 Plan Reference,9,75.0,8.333333333333334,0,0,0,9,7.666666666666667,12.503332889007368,92.0,-7.666666666666667,-0.7116788321167886
part_36__xgboost,Part 36,XGBoost,9,106.0,11.777777777777779,0,6,0,3,9.216675666666665,11.205124862059021,78.25479339622639,2.327900555555555,-0.2760276884718933
part_36__lightgbm,Part 36,LightGBM,9,106.0,11.777777777777779,0,4,0,5,11.471413781439512,15.401113693067904,97.3987962575053,3.064860510604193,-1.410632188448068
part_36__catboost,Part 36,CatBoost,9,106.0,11.777777777777779,0,7,0,2,8.506010273359358,9.987412934827198,72.2208419436172,4.628767510558134,-0.01375430208168682
part_36__lstm,Part 36,LSTM,9,106.0,11.777777777777779,0,5,0,4,7.107252266666667,10.89189190467799,60.344594716981135,-4.855664022222222,-0.20568356967608348
part_36__3_day_moving_average,Part 36,3-day Moving Average,9,106.0,11.777777777777779,0,8,1,0,12.629629294077555,14.103234609683803,107.23270155348868,12.629629294077555,-1.0214553755230145
part_36__d_3_plan_reference,Part 36,D+3 Plan Reference,9,106.0,11.777777777777779,0,3,0,6,11.444444444444445,15.387585183445054,97.16981132075472,-1.6666666666666667,-1.4063989962358847
part_37__xgboost,Part 37,XGBoost,9,1274.0,141.55555555555554,0,3,0,6,73.10904413333333,90.30760665223885,51.6468914599686,-50.81883191111112,-2.3802350193406006
part_37__lightgbm,Part 37,LightGBM,9,1274.0,141.55555555555554,0,4,0,5,77.23039971659598,95.05802188210461,54.558367146731854,-43.38238677196191,-2.745206569453881
part_37__catboost,Part 37,CatBoost,9,1274.0,141.55555555555554,0,5,0,4,80.09994725417307,88.78266562380769,56.585520038269834,-12.643068556246789,-2.2670410531590983
part_37__lstm,Part 37,LSTM,9,1274.0,141.55555555555554,0,4,0,5,71.998194,83.74409524539129,50.862146467817894,-34.586734,-1.9067429056532466
part_37__3_day_moving_average,Part 37,3-day Moving Average,9,1274.0,141.55555555555554,0,5,0,4,59.85185411241319,70.33061487543162,42.28152959275657,-2.1481475830078125,-1.0501567149500532
part_37__d_3_plan_reference,Part 37,D+3 Plan Reference,9,1274.0,141.55555555555554,0,3,0,6,92.66666666666667,107.62073323585109,65.46310832025117,-46.22222222222222,-3.800540352457171
part_38__xgboost,Part 38,XGBoost,9,608.0,67.55555555555556,0,1,0,8,29.555163711111113,43.123657694710985,43.74941996710526,-26.199734822222222,0.3572199924443593
part_38__lightgbm,Part 38,LightGBM,9,608.0,67.55555555555556,0,4,0,5,30.75782694233692,49.89653189285739,45.529678039643464,-28.689729619781254,0.1394583369331852
part_38__catboost,Part 38,CatBoost,9,608.0,67.55555555555556,0,5,0,4,40.203770012054655,50.31247410694567,59.512159557317744,-16.145603981248648,0.1250514239249635
part_38__lstm,Part 38,LSTM,9,608.0,67.55555555555556,0,3,0,6,43.62262916666667,67.0448813438601,64.57297080592106,-38.542211388888894,-0.5536830696215589
part_38__3_day_moving_average,Part 38,3-day Moving Average,9,608.0,67.55555555555556,0,6,0,3,43.407407972547745,63.54001424673268,64.2543868014687,-4.148148430718316,-0.3954870030744304
part_38__d_3_plan_reference,Part 38,D+3 Plan Reference,9,608.0,67.55555555555556,0,4,0,5,32.44444444444444,45.28919419807678,48.026315789473685,-19.77777777777778,0.2910422285187588
part_39__xgboost,Part 39,XGBoost,9,289.0,32.111111111111114,0,5,0,4,11.472968511111112,13.284314000606654,35.7289676816609,1.4535068222222227,0.1428212475531403
part_39__lightgbm,Part 39,LightGBM,9,289.0,32.111111111111114,0,4,0,5,19.135961476402436,23.125505258669605,59.59295961509409,3.5641646359788743,-1.5976198411471096
part_39__catboost,Part 39,CatBoost,9,289.0,32.111111111111114,0,6,0,3,8.00566255088386,10.23176972470521,24.931129051195413,1.1272184104899854,0.49149567956039075
part_39__lstm,Part 39,LSTM,9,289.0,32.111111111111114,0,0,0,9,16.6808067,22.371626639075558,51.94714889273357,-16.6808067,-1.431018467062473
part_39__3_day_moving_average,Part 39,3-day Moving Average,9,289.0,32.111111111111114,0,2,0,7,19.14814821879069,21.76104811485413,59.63091140799869,-5.66666645473904,-1.3001319512842842
part_39__d_3_plan_reference,Part 39,D+3 Plan Reference,9,289.0,32.111111111111114,0,3,0,6,14.11111111111111,17.05220741657155,43.944636678200695,-2.7777777777777777,-0.41238906212521
part_4__xgboost,Part 4,XGBoost,9,2414.0,268.22222222222223,0,2,0,7,46.77948555555556,55.17673988732943,17.440570422535213,-35.96230777777778,-0.02119512096915277
part_4__lightgbm,Part 4,LightGBM,9,2414.0,268.22222222222223,0,2,0,7,67.9419128058419,82.64807236757301,25.330456307066157,-60.95215894043448,-1.2911953303412336
part_4__catboost,Part 4,CatBoost,9,2414.0,268.22222222222223,0,7,0,2,48.33166952088352,67.44284950262686,18.019263698755246,8.232026542150932,-0.5256976605976051
part_4__lstm,Part 4,LSTM,9,2414.0,268.22222222222223,0,0,0,9,105.53367222222222,117.45011388941845,39.34561101905551,-105.53367222222222,-3.6270430730964645
part_4__3_day_moving_average,Part 4,3-day Moving Average,9,2414.0,268.22222222222223,0,4,0,5,64.0740729437934,78.76954978798362,23.88842818948387,-10.962961832682291,-1.0811979256511073
part_4__d_3_plan_reference,Part 4,D+3 Plan Reference,9,2414.0,268.22222222222223,0,3,0,6,55.22222222222222,85.47059273353744,20.588235294117645,-15.666666666666666,-1.4503611005283994
part_40__xgboost,Part 40,XGBoost,9,1.0,0.1111111111111111,8,0,8,1,0.1111111111111111,0.3333333333333333,100.0,-0.1111111111111111,-0.125
part_40__lightgbm,Part 40,LightGBM,9,1.0,0.1111111111111111,8,5,4,0,0.2864037134837338,0.4591840837324636,257.7633421353604,0.2864037134837338,-1.1348564803763743
part_40__catboost,Part 40,CatBoost,9,1.0,0.1111111111111111,8,8,1,0,0.7697274075781151,1.4874616055071586,692.7546668203036,0.7697274075781151,-21.401988032061578
part_40__lstm,Part 40,LSTM,9,1.0,0.1111111111111111,8,8,0,1,0.896664348888889,1.0221250049292634,806.997914,0.7978621044444445,-9.577987697729172
part_40__3_day_moving_average,Part 40,3-day Moving Average,9,1.0,0.1111111111111111,8,4,4,1,2.9629630082183414,5.537749333433722,2666.6667073965073,2.740740785996119,-309.50001025944954
part_40__d_3_plan_reference,Part 40,D+3 Plan Reference,9,1.0,0.1111111111111111,8,1,8,0,0.1111111111111111,0.3333333333333333,100.0,0.1111111111111111,-0.125
part_41__xgboost,Part 41,XGBoost,9,294.0,32.666666666666664,0,4,0,5,12.87494628888889,15.415307339257897,39.41310088435374,-2.8434987333333335,-0.2277183141641821
part_41__lightgbm,Part 41,LightGBM,9,294.0,32.666666666666664,0,4,0,5,19.00025897916703,23.968618242103105,58.1640580994909,1.3954962393484953,-1.96811248215907
part_41__catboost,Part 41,CatBoost,9,294.0,32.666666666666664,0,4,0,5,8.384115115845402,10.999583136250873,25.66565851789409,-5.402798129819157,0.37490386765691663
part_41__lstm,Part 41,LSTM,9,294.0,32.666666666666664,0,0,0,9,21.25241611111111,25.746784668791435,65.05841666666666,-21.25241611111111,-2.4248405780884177
part_41__3_day_moving_average,Part 41,3-day Moving Average,9,294.0,32.666666666666664,0,2,0,7,18.814815203348797,21.587033750326633,57.5963730714759,-4.074073897467719,-1.4075776321697306
part_41__d_3_plan_reference,Part 41,D+3 Plan Reference,9,294.0,32.666666666666664,0,4,0,5,18.77777777777778,20.502032419575706,57.48299319727891,-2.111111111111111,-1.171641791044776
part_42__xgboost,Part 42,XGBoost,9,89.0,9.88888888888889,0,4,0,5,4.107434295555556,5.13353743288922,41.535852426966294,-1.6028226511111112,0.6432804591302035
part_42__lightgbm,Part 42,LightGBM,9,89.0,9.88888888888889,0,4,0,5,7.626315951230402,9.246613817492529,77.12004894502654,2.7399137037074026,-0.1573344308618556
part_42__catboost,Part 42,CatBoost,9,89.0,9.88888888888889,0,6,0,3,6.540354222047922,7.5618697121794805,66.13841348138348,0.6063421346441262,0.22598065557116187
part_42__lstm,Part 42,LSTM,9,89.0,9.88888888888889,0,0,0,9,7.964982658888889,11.922567962431385,80.54476846067415,-7.964982658888889,-0.9241239592784789
part_42__3_day_moving_average,Part 42,3-day Moving Average,9,89.0,9.88888888888889,0,2,1,6,7.037037107679579,9.697906207619155,71.16104940350137,-3.111111111111111,-0.2730615256941895
part_42__d_3_plan_reference,Part 42,D+3 Plan Reference,9,89.0,9.88888888888889,0,3,0,6,5.222222222222222,6.280481227138924,52.80898876404494,-0.5555555555555556,0.46607620320855614
part_43__xgboost,Part 43,XGBoost,9,69.0,7.666666666666667,4,4,2,3,4.7772798000000005,6.62192847493814,62.31234521739132,-0.5916202,0.5997470278450618
part_43__lightgbm,Part 43,LightGBM,9,69.0,7.666666666666667,4,4,1,4,5.219733547524008,7.234796550355116,68.08348105466098,0.718075897804896,0.5222306996701089
part_43__catboost,Part 43,CatBoost,9,69.0,7.666666666666667,4,7,0,2,4.583544457991355,5.970980688233746,59.78536249553941,1.5036765147468638,0.6745704934955952
part_43__lstm,Part 43,LSTM,9,69.0,7.666666666666667,4,4,0,5,6.485272494444444,10.52204856299061,84.59051079710143,-5.204568938888889,-0.010569527035897197
part_43__3_day_moving_average,Part 43,3-day Moving Average,9,69.0,7.666666666666667,4,3,3,3,9.777777724795872,14.217881249672722,127.53623119298962,-3.33333338631524,-0.8451656440853514
part_43__d_3_plan_reference,Part 43,D+3 Plan Reference,9,69.0,7.666666666666667,4,2,3,4,4.444444444444445,7.71722460186015,57.971014492753625,0.2222222222222222,0.45638945233265715
part_44__xgboost,Part 44,XGBoost,9,59.0,6.555555555555555,3,5,1,3,4.936567285555555,7.396220342613582,75.30356876271186,-2.333316952222222,-0.43864613762200344
part_44__lightgbm,Part 44,LightGBM,9,59.0,6.555555555555555,3,3,3,3,3.6853195687163702,6.001671582743968,56.21673918380904,-2.1325496974429248,0.05271915429985852
part_44__catboost,Part 44,CatBoost,9,59.0,6.555555555555555,3,6,0,3,5.733146303756251,7.073633172085079,87.45477412509534,0.25361866188561305,-0.31588934626981047
part_44__lstm,Part 44,LSTM,9,59.0,6.555555555555555,3,4,0,5,5.87597221111111,7.514434425878946,89.63347440677964,-3.642249166666666,-0.4850015272751971
part_44__3_day_moving_average,Part 44,3-day Moving Average,9,59.0,6.555555555555555,3,6,0,3,8.777777870496115,9.70108822613272,133.89830649909328,1.5185185670852661,-1.4750000436584685
part_44__d_3_plan_reference,Part 44,D+3 Plan Reference,9,59.0,6.555555555555555,3,1,3,5,4.111111111111111,7.218802609235905,62.71186440677966,-3.2222222222222223,-0.3704545454545456
part_45__xgboost,Part 45,XGBoost,1,0.0,0.0,1,0,1,0,0.0,0.0,,0.0,
part_45__lightgbm,Part 45,LightGBM,1,0.0,0.0,1,1,0,0,0.0022290937027929,0.0022290937027929,,0.0022290937027929,
