timestamp_count,start,end,mean_hours,median_hours,min_hours,max_hours,p90_hours
153,2021-09-13 18:30:00,2021-11-01 07:03:00,7.661513157894738,3.3166666666666664,0.016666666666666666,47.983333333333334,23.416666666666668
